real,previsto,erro_abs,erro_rel_percent
2914.53,2737.5962,176.93384,6.07075
3979.5,4169.23,189.72998,4.767684
1465.23,1359.7836,105.44641,7.1965775
2621.47,2778.2744,156.80444,5.9815464
2021.19,2360.84,339.65015,16.804464
1391.78,1377.5962,14.183838,1.0191149
2177.86,2011.8,166.06006,7.624918
1302.85,1482.7548,179.90479,13.8085575
2172.98,2172.546,0.43408203,0.019976348
2546.25,2913.78,367.53003,14.434169
1932.22,2215.7175,283.49756,14.672115
3384.61,3458.11,73.5,2.1715944
2375.78,3147.0186,771.2385,32.46254
2244.41,2121.149,123.26099,5.4919105
2122.94,2046.2875,76.652466,3.610675
1098.86,1197.755,98.89502,8.9997835
2236.92,2130.78,106.13989,4.744912
1630.72,1563.7454,66.97461,4.1070576
1664.24,1404.1,260.14,15.63116
2193.7,2009.334,184.36597,8.404339
1725.53,1889.8517,164.32166,9.522967
3573.91,3271.47,302.43994,8.462439
1898.04,2034.3335,136.29346,7.1807475
2468.14,2737.5962,269.4563,10.917383
2254.52,1999.5781,254.9419,11.308035
2060.58,1927.54,133.04004,6.456436
3209.12,3467.71,258.58984,8.057967
2004.83,1845.575,159.255,7.943567
2937.63,2737.5962,200.03369,6.8093567
1730.96,1858.255,127.295044,7.3540144
2175.08,2014.0891,160.99097,7.401611
2557.38,2913.78,356.40015,13.936144
1280.2,1377.5962,97.39624,7.607893
2811.0,2634.51,176.48999,6.2785482
1273.23,2011.8,738.57007,58.00759
2790.42,2488.28,302.1399,10.827758
1699.63,2182.9724,483.3424,28.438095
2622.79,2745.0432,122.253174,4.661188
1855.53,1925.9534,70.42334,3.795322
2620.01,2528.926,91.083984,3.4764748
1712.13,1834.985,122.85498,7.175564
2488.39,2752.308,263.9182,10.605984
2906.7,2914.1316,7.4316406,0.25567278
3848.14,3878.375,30.235107,0.78570706
1364.17,1157.246,206.92407,15.168495
1834.42,1872.69,38.269897,2.0862124
2690.68,2528.926,161.7539,6.0116367
2155.94,1961.3512,194.58875,9.025703
3314.52,3278.53,35.98999,1.0858282
1421.12,1451.0033,29.8833,2.1027994
1933.72,2034.3335,100.613525,5.2031074
2428.54,2592.084,163.54395,6.7342496
2246.08,2510.83,264.75,11.787202
1923.94,1889.8517,34.088257,1.7717943
1027.25,1377.5962,350.3462,34.10525
2912.56,3164.6199,252.05981,8.654236
2160.05,2437.8867,277.83667,12.862511
3281.43,3047.365,234.06494,7.1330166
2737.07,3000.6685,263.5984,9.630677
2008.59,1978.125,30.464966,1.516734
3765.4,3670.4827,94.91724,2.5207744
1080.01,1177.18,97.170044,8.997143
4156.43,3983.4263,173.0039,4.162319
2597.34,2412.8867,184.45337,7.101626
2477.81,2587.9285,110.11841,4.444183
2141.87,2046.2875,95.58264,4.462579
2314.89,2379.3674,64.47754,2.7853394
2714.82,2637.63,77.190186,2.8432894
2855.43,2723.695,131.73486,4.613486
2216.86,2034.3335,182.52661,8.233564
2947.55,3653.91,706.35986,23.964304
3164.91,3227.17,62.26001,1.967197
2268.45,2559.275,290.82495,12.820426
3012.98,2387.73,625.25,20.75188
2131.61,2267.0178,135.40771,6.352368
3298.27,3475.1099,176.83984,5.3615937
2076.01,2172.546,96.53589,4.6500688
2219.12,2402.2966,183.17651,8.254466
2562.15,2121.149,441.00098,17.212147
2114.88,1896.47,218.40991,10.327296
2248.32,2477.76,229.43994,10.20495
2089.64,1703.47,386.16992,18.480215
2436.88,2559.275,122.39502,5.0226116
4234.97,4047.35,187.62012,4.4302583
3534.49,3588.26,53.77002,1.5212951
1579.21,1669.5787,90.368774,5.722404
2148.92,1728.72,420.19995,19.554007
2407.79,2413.4956,5.7055664,0.23696278
1319.16,1270.2034,48.956665,3.7111998
2079.37,2215.7175,136.34741,6.5571494
2681.49,2532.2168,149.2732,5.5668006
2498.61,1552.22,946.39014,37.876663
3164.6,2954.3572,210.24292,6.6435857
2240.05,2229.7,10.350098,0.4620476
3750.35,3648.42,101.930176,2.7178843
1479.13,1541.39,62.26001,4.2092314
2995.82,2737.5962,258.22388,8.6194725
2829.19,2900.2,71.01001,2.509906
2528.32,2627.675,99.35498,3.9296837
2706.76,2495.2324,211.52759,7.814789
1510.78,1623.32,112.53992,7.4491262
2091.88,1698.6554,393.2245,18.79766
3197.65,3354.435,156.78516,4.9031367
2197.41,2178.051,19.358887,0.88098663
2396.15,2979.835,583.68506,24.35929
2538.57,2411.9863,126.58374,4.986419
2061.76,2011.8,49.95996,2.4231706
1954.72,1750.7662,203.95374,10.43391
1303.62,1488.44,184.81995,14.17744
2219.52,2194.9565,24.563477,1.1067022
3788.01,3601.27,186.73999,4.9297647
2813.26,2620.26,193.0,6.8603687
1464.23,1925.9534,461.7234,31.533531
3632.2,3414.41,217.79004,5.996092
2522.3,2768.834,246.53394,9.774172
1169.88,1320.8033,150.92334,12.900753
2730.56,2587.9285,142.63159,5.223529
3293.24,3366.8218,73.58179,2.2343283
2544.97,2752.308,207.33813,8.146977
3736.45,3336.05,400.3999,10.716052
2987.8,3072.6133,84.81323,2.8386514
3520.09,3305.9,214.19019,6.0847926
1804.78,1670.3439,134.43616,7.4488945
2166.0,2011.8,154.19995,7.119111
1824.45,1872.69,48.23999,2.644084
2796.94,2944.3716,147.43164,5.271177
2519.27,2457.01,62.26001,2.4713511
3054.16,3248.6868,194.52686,6.3692427
2135.48,2178.051,42.571045,1.9935118
2852.19,2496.865,355.32495,12.45797
1661.53,1532.771,128.75903,7.7494254
3052.68,2852.5151,200.1648,6.557019
2761.54,2861.0298,99.489746,3.6026907
2066.64,2568.36,501.7202,24.277098
